VIDEO_ID,VIDEO_LENGTH_MINUTES,MODULE_INSTANCE_ID
V000015543,60,I2301045
V000002250,54,I2302429
V000029421,60,I2302429
V000028947,56,I2302429
V000003397,60,I2302429
V000027395,60,I2300160
V000026377,58,I2300432
V000017038,60,I2302429
V000012052,37,I2300432
V000023616,39,I2300432
V000026469,58,I2300432
V000027166,52,I2300432
V000022901,47,I2300432
V000010925,56,I2300432
V000010872,55,I2300432
V000029560,60,I2301131
V000007961,60,I2301131
V000002316,34,I2300432
V000013141,55,I2301131
V000016930,32,I2302503
V000007403,60,I2300160
V000008516,167,I2301621
V000002222,148,I2301621
V000018125,164,I2301621
V000019309,166,I2301621
V000011883,164,I2301621
V000014931,166,I2301621
V000006044,163,I2301621
V000020304,60,I2300160
V000017770,180,I2301621
V000004756,180,I2301621
V000002847,106,I2300207
V000022738,58,I2302429
V000018308,60,I2302429
V000014004,58,I2302429
V000014146,60,I2302429
V000003131,56,I2302429
V000027612,60,I2301045
V00000717,60,I2301045
V000024479,60,I2301045
V000017157,60,I2301045
V000015376,60,I2301045
V000028203,60,I2301045
V000014200,60,I2301045
V000015026,60,I2301045
V000014531,60,I2301045
V000008289,60,I2301045
V000018089,60,I2301045
V000030304,60,I2301045
V000005701,180,I2300076
V000002272,180,I2300076
V00000814,180,I2300076
V000010377,79,I2300076
V000015372,180,I2300076
V000016967,180,I2300076
V000010089,180,I2300076
V000010564,60,I2300160
V000024915,60,I2300160
V000015698,60,I2301131
V000003538,35,I2301131
V000021502,60,I2301131
V000006444,48,I2301131
V000019783,60,I2300160
V000011329,60,I2300160
V000004714,60,I2300160
V000022923,55,I2301131
V000012895,60,I2301045
V000024678,60,I2301045
V000021411,1,I2301131
V000030145,120,I2301224
V000029008,60,I2301045
V000009360,60,I2302429
V000021275,60,I2302429
V000008612,54,I2302429
V000026894,60,I2300160
V000012818,91,I2300207
V000018151,60,I2300802
V000012439,60,I2301302
V000022369,60,I2301331
V000027185,50,I2301131
V00000958,60,I2302429
V000013441,51,I2300432
V000026535,60,I2300160
V000020821,60,I2302429
V000024811,120,I2302320
V000029255,120,I2302320
V000006765,120,I2302320
V000023934,120,I2301224
V000028712,60,I2300583
V000018315,120,I2302320
V000024330,60,I2300583
V000019049,120,I2302320
V000017212,60,I2300583
V000029886,60,I2300583
V000005593,60,I2301331
V000021807,120,I2301331
V000020206,60,I2300583
V000002305,60,I2301331
V000017792,60,I2301331
V000017055,60,I2301331
V000007377,60,I2301331
V000013826,60,I2301331
V000010308,52,I2301563
V000005618,49,I2301563
V000011569,60,I2300583
V000002208,45,I2301563
V000011983,60,I2300160
V000016698,60,I2301740
V000018919,60,I2300583
V000027138,60,I2301740
V000002178,60,I2301740
V000002147,60,I2301740
V000003630,56,I2301131
V000028404,60,I2300393
V000008602,60,I2300393
V000029994,60,I2302429
V000013263,60,I2302429
V000005714,60,I2302429
V000006648,60,I2300160
V000029975,60,I2300583
V000022094,60,I2300583
V000017756,60,I2301045
V000025393,160,I2301261
V000009077,155,I2301261
V000003784,167,I2301261
V000022025,180,I2301261
V000015114,180,I2301261
V000011684,180,I2301261
V000022864,114,I2301261
V000004455,180,I2301261
V000019439,49,I2301261
V000001948,120,I2300393
V000010994,48,I2302503
V000022677,60,I2301331
V000026537,60,I2301045
V000027455,60,I2301045
V000023881,60,I2301331
V000013301,60,I2301331
V000024002,120,I2301331
V000012136,120,I2301331
V000024326,120,I2301331
V000029880,60,I2301302
V000005042,60,I2301331
V000020713,60,I2301740
V000006548,60,I2301740
V000004291,120,I2302320
V000029960,120,I2301147
V000012561,60,I2301651
V000002181,48,I2301147
V000011905,59,I2301147
V000007477,60,I2301045
V000028299,60,I2301131
V000016584,180,I2301938
V000008753,180,I2301938
V000011617,180,I2301938
V000012573,180,I2301938
V000007763,180,I2301938
V000027110,180,I2301938
V000027456,180,I2301938
V000019614,77,I2301938
V000029727,120,I2302062
V000015296,60,I2300583
V000027264,60,I2302429
V00000522,60,I2302503
V000014726,120,I2301224
V000016373,120,I2301224
V000003302,99,I2300802
V000026559,90,I2302393
V000026228,120,I2301147
V000009554,120,I2301147
V000014663,57,I2302393
V000016991,69,I2302393
V000004298,69,I2302393
V000024798,64,I2302393
V000011573,51,I2302393
V000016905,65,I2302393
V000015198,60,I2302429
V000020706,180,I2302267
V000028046,180,I2302267
V000001697,180,I2302267
V000017130,180,I2302267
V000022507,180,I2302267
V000014581,180,I2302267
V000016149,180,I2302267
V000020767,180,I2302267
V000003891,60,I2302503
V000019101,180,I2302587
V000001897,180,I2302587
V000028603,180,I2302587
V000029986,180,I2302587
V000007405,180,I2302587
V000002107,120,I2300207
V000016525,60,I2301331
V00000866,50,I2301331
V000017289,60,I2301331
V000029344,60,I2301331
V000021640,60,I2301331
V00000218,60,I2301331
V000001954,180,I2301936
V000002109,180,I2301936
V000011114,180,I2301936
V000019479,180,I2301936
V000021996,180,I2301936
V000028202,180,I2302248
V000001655,180,I2301936
V000001473,180,I2302248
V000028780,180,I2301936
V000021517,180,I2302248
V000019342,180,I2301936
V000003122,180,I2302248
V000026680,180,I2302248
V000028528,180,I2302248
V000009592,180,I2302248
V000022753,180,I2302248
V000012746,180,I2302248
V000023385,180,I2301317
V000013021,171,I2301317
V000001949,180,I2301317
V000023433,180,I2301317
V000016760,180,I2301317
V000003038,180,I2301317
V00000536,180,I2301317
V000004451,1,I2301317
V000001783,18,I2301317
V000025603,120,I2301224
V000009497,120,I2301224
V000015793,120,I2301224
V000027108,120,I2301224
V000013522,49,I2302503
V000022565,58,I2300583
V000028124,58,I2300583
V000027385,60,I2300583
V000024413,60,I2300583
V000013055,60,I2300583
V000016915,60,I2300583
V000019818,120,I2302062
V000008777,120,I2302062
V000018386,120,I2302062
V000022177,120,I2302062
V000017124,120,I2302062
V000014710,60,I2302429
V000015739,60,I2302429
V000017381,18,I2302421
V000009117,120,I2300802
V000025228,120,I2300802
V000001692,120,I2300802
V000005833,120,I2300802
V000007106,99,I2300400
V000016411,160,I2300215
V000022460,102,I2300400
V000016401,103,I2300215
V000015385,102,I2300400
V000005331,180,I2300215
V000022764,101,I2300400
V000003510,180,I2300215
V000019606,98,I2300400
V000012707,146,I2300215
V000025232,105,I2300400
V000025769,180,I2300977
V000006117,69,I2300977
V000022888,56,I2300977
V000026281,75,I2300977
V000004281,68,I2300977
V000025730,42,I2300977
V000004666,128,I2301834
V000015507,1,I2301834
V000004421,61,I2301834
V000009428,115,I2301834
V000001829,115,I2302634
V000020960,110,I2301651
V000014594,120,I2301651
V000008611,120,I2301651
V000027559,36,I2301480
V000003174,60,I2300583
V000006016,57,I2302503
V000026412,180,I2300467
V000019625,60,I2300583
V000019057,60,I2300583
V000002334,45,I2301480
V000007774,156,I2300173
V000008883,147,I2300173
V000001230,60,I2300160
V000022281,60,I2300160
V000005897,60,I2300160
V000004770,60,I2300160
V000010481,60,I2300160
V000030018,60,I2300160
V000029141,60,I2300160
V000020257,60,I2300160
V000002328,43,I2301480
V000025478,30,I2300977
V000004867,36,I2300977
V000004015,120,I2300393
V000020387,120,I2301185
V000013616,60,I2301740
V000029629,120,I2302634
V000022596,180,I2302267
V000002239,60,I2301131
V000008079,60,I2300160
V000029900,180,I2300076
V000006086,180,I2300076
V000026293,60,I2301045
V000028986,60,I2302429
V000002047,60,I2302429
V000019026,60,I2302429
V000029952,140,I2300082
V000004722,176,I2300082
V000002501,169,I2300082
V000025550,120,I2300393
V000014800,117,I2300393
V000009148,100,I2301875
V000024704,119,I2302386
V000022630,103,I2302386
V000002913,100,I2302386
V000027053,103,I2302386
V000018558,120,I2302059
V000027078,120,I2300556
V000016213,60,I2302440
V000025442,60,I2301645
V000026290,60,I2301645
V000018052,60,I2301645
V000015307,60,I2301645
V000019417,98,I2300274
V000029394,180,I2300274
V000020773,131,I2300274
V000018399,180,I2300274
V000030208,121,I2300274
V000029308,177,I2300274
V000001793,180,I2300274
V000014851,180,I2300274
V000018594,180,I2300274
V000027562,180,I2300274
V000025616,128,I2300412
V000009589,180,I2300412
V000002273,180,I2300412
V000015363,180,I2300412
V000006116,180,I2300412
V000016233,120,I2302569
V000023319,120,I2302569
V000011339,120,I2302569
V000017415,120,I2302569
V000025597,120,I2302569
V000028069,120,I2302569
V000011021,120,I2302569
V000029881,180,I2302059
V000020800,127,I2302059
V000029471,180,I2302059
V00000247,180,I2302059
V000005041,180,I2302059
V000003598,180,I2302059
V000017591,180,I2302059
V000017985,180,I2302059
V000029128,180,I2302059
V000009678,180,I2302059
V000028854,125,I2301417
V000008786,115,I2301417
V000007999,118,I2301417
V000025274,30,I2301417
V000023942,58,I2301417
V000018569,85,I2301417
V000010980,76,I2301417
V000021815,90,I2301417
V000009139,117,I2301417
V000002916,120,I2300259
V000008163,120,I2300259
V000010885,180,I2301407
V000004646,180,I2301407
V000012232,180,I2301407
V000030310,120,I2301155
V000026786,120,I2301155
V000005207,120,I2301155
V000008280,120,I2301155
V000019947,120,I2301155
V000010135,120,I2301155
V000019325,120,I2301155
V000025665,120,I2301155
V000029858,120,I2301155
V000001356,180,I2301407
V000002449,161,I2301407
V000025859,99,I2301407
V000003041,131,I2301407
V000024172,180,I2301407
V000007228,180,I2301407
V000029147,92,I2301407
V000021942,75,I2301407
V000003810,130,I2301407
V000004550,89,I2301407
V000009412,117,I2301407
V000018599,180,I2301407
V000006237,180,I2301407
V000005239,50,I2301407
V000013846,159,I2300542
V000023066,160,I2300542
V000010789,122,I2300542
V000005789,122,I2300542
V000011864,55,I2300556
V000008081,120,I2300556
V000014478,3,I2300556
V000026076,10,I2300556
V000026651,22,I2300556
V000008909,120,I2300556
V000014998,120,I2300556
V000022549,52,I2300556
V000013754,2,I2300556
V000026077,120,I2300556
V000022225,180,I2300542
V000014909,180,I2300542
V000020722,120,I2302569
V000008401,120,I2302569
V000015655,120,I2300542
V000029995,120,I2302569
V000021340,156,I2300542
V000004978,120,I2302569
V000028231,109,I2300542
V000007651,97,I2301243
V000010221,180,I2300763
V000026264,180,I2300763
V000007016,180,I2300763
V000026978,153,I2300763
V000007948,180,I2300763
V000026943,180,I2300763
V000017884,180,I2300763
V000016501,180,I2300763
V000005365,180,I2300763
V000003296,107,I2301554
V000001165,180,I2301554
V000012832,153,I2301554
V000012359,180,I2301554
V000001031,149,I2301554
V000022982,129,I2301554
V000018503,137,I2301554
V000012460,132,I2301554
V000016518,110,I2301554
V000028605,142,I2301554
V000010676,141,I2301357
V000007338,107,I2301357
V000013152,124,I2301357
V000023171,109,I2301357
V000014206,113,I2301357
V000026101,87,I2301357
V000007967,111,I2301357
V000001339,121,I2301357
V000004262,122,I2301357
V000014262,118,I2301357
V000007117,103,I2302287
V000017782,85,I2302287
V000005282,98,I2302287
V000013647,31,I2302287
V000028669,90,I2302287
V000026095,98,I2302287
V000004537,180,I2302287
V000024886,121,I2300529
V000025514,114,I2300529
V000009150,136,I2300529
V000026426,180,I2300529
V000019434,112,I2300529
V000022808,79,I2300529
V000010187,52,I2300529
V000009908,125,I2300529
V000004605,180,I2300529
V000002225,152,I2300529
V000006566,60,I2302725
V000012979,60,I2302725
V000009425,60,I2302725
V000027307,60,I2302566
V000010642,55,I2302725
V000013428,60,I2302566
V000001196,180,I2300848
V000008356,121,I2300848
V000027848,180,I2300848
V000003844,180,I2300848
V000022167,180,I2300848
V000003937,180,I2300848
V000012606,180,I2300848
V00000347,180,I2300848
V000015027,180,I2300848
V000007085,180,I2300763
V000003583,128,I2301243
V000022462,88,I2300140
V000007560,120,I2300152
V000028439,120,I2300152
V000007231,120,I2300152
V000017803,180,I2300542
V000012429,120,I2300152
V000028565,120,I2300152
V000011041,120,I2300152
V000030366,83,I2300048
V000004876,126,I2301696
V00000421,147,I2301696
V000014322,133,I2301696
V000017477,60,I2302311
V000007024,129,I2300632
V000002622,128,I2301238
V000004327,180,I2302582
V000002251,5,I2302097
V000018654,135,I2301370
V000015377,106,I2301370
V000022241,180,I2301370
V000017409,180,I2301370
V000006536,5,I2301535
V000019011,8,I2301759
V000029040,180,I2302443
V000008461,180,I2302443
V000021146,180,I2302443
V000021393,180,I2302443
V000013693,180,I2302443
V000017896,180,I2302443
V000029685,107,I2300556
V000025983,109,I2300556
V000004466,109,I2300556
V000023410,113,I2300556
V000004509,120,I2300556
V000026681,120,I2300556
V000028619,120,I2300556
V000012925,120,I2300556
V000013827,60,I2301732
V000029588,180,I2301370
V000016731,177,I2301071
V000026278,180,I2301370
V000014041,81,I2301071
V000022906,98,I2301370
V000020181,180,I2301071
V000016054,180,I2301370
V000015694,180,I2301071
V000008229,82,I2301370
V000023651,5,I2301071
V000017927,1,I2301071
V000016064,165,I2301071
V000010416,140,I2301071
V000022293,161,I2301071
V000001847,52,I2301071
V000011380,108,I2301027
V000020287,120,I2301288
V000009814,120,I2301288
V000030008,120,I2301288
V000020060,3,I2301139
V000026477,120,I2301288
V000029999,3,I2302566
V000003593,120,I2300548
V000028623,116,I2302231
V000010373,53,I2300469
V000023978,109,I2300063
V000002802,60,I2300469
V000029245,83,I2302518
V000009560,60,I2300063
V000007013,120,I2301906
V000020674,120,I2301906
V000020918,120,I2301906
V000015012,120,I2301906
V000005505,2,I2301906
V000025674,3,I2301906
V000020786,120,I2301906
V000011974,120,I2301906
V000021419,120,I2302050
V000024457,120,I2302050
V000023468,120,I2302050
V000024920,113,I2302050
V000018625,120,I2301837
V000025666,120,I2301837
V000029043,120,I2301837
V000025959,120,I2301837
V000017192,150,I2300140
V000006141,150,I2300140
V000011953,110,I2300140
V000029543,99,I2300140
V000025903,120,I2300140
V000022716,100,I2300140
V000016158,109,I2300140
V000014618,136,I2301243
V000027017,154,I2301243
V000011264,151,I2301243
V000023005,128,I2301243
V000027425,141,I2301243
V000004805,139,I2301243
V000014184,150,I2302197
V000012310,120,I2300518
V000015614,120,I2300518
V000001009,120,I2300508
V000009149,6,I2302674
V000011886,60,I2301426
V000016622,60,I2301426
V000028193,60,I2301426
V000011436,60,I2301426
V000023740,60,I2301426
V000021155,100,I2301363
V000027218,129,I2302386
V000029967,3,I2302061
V000006114,120,I2300174
V000028837,180,I2301504
V000005015,120,I2300009
V00000739,88,I2301036
V000017584,4,I2301618
V000019846,2,I2301618
V000018062,1,I2301618
V000024453,1,I2301618
V000010338,1,I2301618
V000003855,1,I2301618
V000011102,240,I2300848
V000019605,120,I2301555
V000007004,120,I2301555
V000020390,120,I2301555
V000011908,149,I2300050
V000011124,180,I2300050
V000005429,180,I2300050
V000006839,180,I2300050
V000019693,180,I2300050
V000014918,180,I2300050
V000024630,1,I2300050
V000020273,100,I2300639
V000011727,180,I2300639
V000026610,107,I2300639
V000017504,180,I2300639
V000027660,52,I2302566
V000028716,49,I2302566
V000025434,51,I2302566
V000027977,51,I2302566
V000013251,46,I2302566
V000001955,130,I2300082
V000023726,136,I2300082
V000003914,156,I2300082
V000012226,132,I2300082
V000009867,155,I2300082
V000008770,134,I2300082
V000026702,106,I2300082
V000002431,135,I2300082
V000002354,138,I2300082
V000008162,117,I2300082
V000003663,98,I2300082
V000001810,117,I2300082
V000022398,1,I2301639
V000005983,1,I2301639
V000012022,116,I2300082
V000002983,77,I2301604
V000012862,155,I2301604
V000015165,46,I2302080
V000028736,18,I2300541
V000011611,5,I2300541
V000028823,2,I2302443
V000024165,180,I2302690
V000018816,166,I2302690
V000026504,180,I2302690
V000027407,180,I2302690
V000024311,120,I2301780
V000016314,129,I2300244
V000023130,120,I2302512
V000025882,120,I2302512
V000019425,120,I2302512
V000004843,76,I2302512
V000013971,120,I2302512
V000027165,180,I2302230
V000022009,180,I2302230
V000020906,180,I2302230
V000007439,48,I2302230
V000009594,123,I2302230
V000011919,110,I2300639
V000009951,72,I2300639
V000024840,180,I2300639
V000026147,66,I2300639
V000017257,180,I2300639
V000007174,80,I2300639
V000014740,180,I2300639
V000020808,42,I2300639
V000013800,180,I2300639
V000027988,120,I2301780
V000017458,959,I2300968
V000015826,959,I2300968
V000008041,660,I2300968
V000003573,120,I2301780
V000004559,6,I2301472
V000006257,60,I2300305
V000011049,60,I2300305
V000025779,90,I2300518
V000011074,120,I2300518
V00000937,120,I2300518
V000009958,35,I2300140
V000019686,119,I2301837
V000021102,120,I2301837
V000015302,86,I2300140
V000019746,60,I2302621
V000011249,58,I2302621
V000005261,60,I2302621
V000002717,60,I2302621
V000005002,120,I2300151
V000013039,120,I2300151
V000001903,104,I2300151
V000011889,120,I2300151
V000014141,112,I2301604
V000007154,180,I2301604
V000024949,143,I2301604
V000011423,112,I2302386
V000020148,180,I2300356
V000019030,99,I2301397
V000011091,101,I2301397
V000009579,119,I2300098
V000017543,101,I2301235
V000018118,106,I2301235
V000007021,97,I2301235
V000010875,75,I2301235
V000012739,99,I2301063
V000010572,175,I2301063
V000021935,180,I2301063
V000006452,180,I2301063
V000022572,180,I2301063
V000007168,68,I2302482
V000018948,180,I2301063
V000026021,83,I2302482
V000024314,180,I2301063
V000013623,88,I2302482
V000023734,180,I2301063
V000018483,75,I2302482
V000030048,180,I2301063
V00000462,70,I2302482
V000027097,69,I2302482
V000026441,87,I2302482
V000007643,85,I2302482
V000024012,133,I2301696
V000015237,145,I2302108
V000008803,144,I2302108
V000012244,177,I2302108
V000001703,100,I2302108
V000009367,149,I2302108
V000010895,135,I2302108
V000027415,153,I2302108
V000010766,99,I2302108
V000023072,135,I2302108
V00000042,119,I2300048
V000012491,64,I2301288
V000029164,57,I2301288
V000019977,53,I2301288
V000016652,85,I2301288
V000029403,77,I2301288
V000005244,64,I2301288
V000026387,120,I2300009
V000022097,120,I2300009
V000023613,120,I2300009
V000023992,120,I2300009
V000014319,120,I2300009
V000027401,120,I2300009
V000020506,77,I2301696
V000012953,130,I2301696
V000006396,128,I2301696
V000020568,62,I2301696
V000002947,120,I2301696
V000019953,141,I2301696
V00000824,102,I2302386
V000004660,180,I2300203
V000012922,180,I2300203
V000022464,180,I2300203
V000005255,180,I2300203
V000001370,180,I2300203
V000007361,180,I2300203
V000019995,43,I2300548
V000005141,46,I2300548
V000028571,49,I2300548
V000003381,156,I2302437
V000002859,132,I2302437
V000022471,146,I2302437
V000016948,138,I2302437
V000002755,72,I2302437
V00000279,150,I2301726
V000024367,150,I2301726
V000020508,150,I2301726
V000024338,150,I2301726
V000023168,150,I2301726
V000002511,150,I2301726
V000023227,150,I2301726
V000028115,120,I2302231
V000013345,120,I2300625
V000028296,120,I2300625
V000030164,120,I2300625
V000011932,120,I2300625
V000004621,120,I2300625
V000003726,120,I2300625
V000020881,120,I2300625
V000013980,120,I2300625
V000014575,120,I2300625
V000013190,98,I2301027
V000009319,120,I2301328
V000014042,132,I2301027
V000019334,60,I2302566
V000027210,180,I2302582
V000016576,180,I2302582
V000028509,180,I2302582
V000029755,64,I2302582
V000023237,103,I2302582
V000001902,99,I2302582
V000025713,134,I2302582
V00000582,180,I2302582
V000004415,180,I2302582
V000004890,115,I2301363
V000008890,103,I2301363
V00000140,124,I2301363
V000021317,109,I2301363
V000027056,102,I2301363
V000004954,107,I2301363
V000005709,124,I2301363
V000003410,50,I2301328
V000019568,51,I2301328
V000017072,51,I2301328
V000013299,43,I2301328
V000025675,48,I2301328
V000024183,180,I2302440
V000012635,180,I2302440
V000017915,180,I2302440
V000028232,180,I2302440
V000019370,180,I2302440
V000020939,60,I2301645
V000023794,60,I2302725
V000005924,60,I2302725
V000017163,44,I2301426
V000009696,60,I2301426
V000005288,60,I2301426
V000022990,49,I2301426
V000024154,36,I2301139
V000023800,60,I2301426
V000024907,45,I2301139
V000014622,60,I2301426
V000022929,53,I2301426
V000001364,60,I2301426
V000025612,180,I2300592
V000028295,180,I2300592
V000009941,180,I2300859
V000013250,180,I2300859
V000029546,540,I2300508
V000004114,3,I2300859
V000008600,135,I2300859
V000007316,180,I2300859
V000019586,180,I2300859
V000009985,180,I2301816
V000026653,180,I2301816
V000010767,180,I2301816
V000008347,1,I2301816
V000007508,120,I2300048
V000001513,110,I2301732
V000021688,108,I2300591
V000003071,100,I2300591
V000017433,180,I2301047
V000003472,142,I2301617
V000015722,100,I2301369
V000012937,141,I2301617
V000003789,100,I2301369
V000026494,180,I2301617
V000020889,110,I2301369
V000007291,180,I2301617
V000021712,111,I2301369
V000016389,180,I2301617
V000012386,93,I2301369
V000020792,180,I2301617
V000017630,100,I2301369
V000019116,180,I2301617
V000029867,117,I2301369
V000001920,180,I2301617
V000028335,96,I2301369
V000011618,180,I2301617
V000006997,112,I2301369
V000011559,180,I2301617
V000016270,3,I2301047
V000015777,180,I2302514
V000009646,180,I2302514
V000013287,180,I2302514
V000009581,180,I2302514
V000010610,180,I2302514
V000022981,180,I2302514
V000029391,180,I2302514
V000026596,35,I2300911
V000021581,180,I2302514
V000022810,38,I2300911
V000005509,180,I2302514
V000017025,27,I2300911
V000016974,180,I2302514
V000013370,180,I2301047
V000023632,60,I2300911
V000024743,60,I2300911
V000003878,60,I2300911
V000001466,180,I2301398
V000009137,120,I2300815
V00000361,120,I2300815
V000004232,120,I2300815
V000025870,120,I2300815
V000026044,120,I2300815
V000026035,119,I2300815
V000013149,120,I2300815
V000013163,120,I2300815
V000016661,120,I2300815
V000004574,63,I2301143
V000009460,180,I2301398
V000025253,140,I2300911
V000030412,38,I2302621
V000017786,108,I2301696
V000019376,60,I2301645
V000019929,120,I2302370
V000019888,170,I2301036
V000021788,120,I2302370
V000002133,122,I2301036
V000011633,120,I2302370
V000018632,117,I2301036
V000017910,79,I2302370
V000021450,68,I2301036
V000020412,120,I2302370
V000021888,97,I2301036
V000027890,120,I2302370
V000008049,114,I2301036
V000008314,120,I2302370
V000024580,103,I2301036
V000024032,120,I2302370
V000007937,77,I2301036
V000011687,120,I2302370
V000003113,82,I2301036
V000013111,72,I2302370
V000019539,120,I2302370
V00000514,120,I2302370
V000015819,120,I2302370
V000003758,157,I2301243
V000021829,138,I2301243
V00000429,105,I2300706
V000024866,120,I2300986
V000021580,120,I2300706
V000004338,120,I2300986
V000008422,120,I2300706
V000002700,120,I2300986
V000026296,109,I2300706
V000006314,120,I2300986
V000002757,120,I2300706
V000013569,120,I2300706
V000003110,105,I2300706
V000005775,120,I2300706
V000001723,120,I2300706
V000014006,105,I2300706
V000007564,120,I2300706
V000018298,180,I2301238
V000019623,120,I2300706
V000028796,180,I2301238
V000023119,110,I2300706
V000004190,180,I2301238
V000012040,120,I2300706
V000010174,180,I2301238
V000019235,120,I2300706
V000007454,76,I2301027
V000020003,64,I2300706
V000018011,120,I2300706
V000017518,120,I2300706
V000028772,120,I2300706
V000010891,120,I2300706
V000006001,120,I2300706
V000026144,120,I2300706
V000008830,120,I2300706
V00000896,120,I2300706
V000003892,120,I2300986
V000001764,120,I2300986
V000016770,180,I2300518
V000015071,99,I2300556
V000002284,120,I2302356
V000002002,120,I2302356
V000006857,120,I2302356
V000002388,120,I2302356
V000012863,120,I2302356
V000016828,120,I2300098
V000021758,120,I2300986
V00000903,101,I2301328
V000013704,120,I2300986
V000003214,63,I2301328
V000013457,85,I2300986
V000003631,67,I2301328
V000003838,72,I2301328
V000027795,63,I2301328
V000012692,59,I2301027
V000030137,116,I2301027
V000004076,120,I2300063
V000015767,98,I2300063
V000026488,120,I2300063
V000013292,119,I2300063
V000018670,88,I2300625
V000015967,75,I2302482
V000011797,46,I2302518
V000026584,1,I2302518
V000022731,53,I2302518
V000016048,51,I2302518
V000012019,180,I2300048
V000012441,54,I2302518
V000024152,180,I2300048
V000015765,54,I2302518
V000030273,180,I2300048
V000028731,60,I2302518
V000025316,180,I2300048
V000016739,56,I2302518
V000010213,117,I2300048
V000024132,56,I2302518
V00000812,111,I2300048
V00000901,95,I2300048
V000013763,60,I2302725
V000020763,60,I2302725
V000010262,58,I2302725
V000030221,60,I2302725
V000009253,60,I2302725
V000019887,76,I2301063
V000005439,180,I2302686
V000013911,180,I2302686
V000011048,180,I2302686
V000020456,180,I2302686
V000006440,180,I2302686
V000003426,180,I2302686
V000020541,180,I2302686
V000026652,180,I2302686
V000015840,180,I2302686
V000002497,180,I2302686
V000012580,180,I2302443
V000026884,180,I2302443
V000002233,180,I2302443
V000001705,180,I2300291
V000002262,180,I2300291
V000008542,180,I2300291
V000003730,180,I2300291
V000020006,180,I2300291
V000007414,180,I2301397
V000013832,180,I2300291
V000015143,107,I2301397
V000023073,180,I2300291
V000011843,109,I2301397
V000007141,180,I2300291
V000030211,103,I2301397
V000009864,180,I2300291
V000008656,113,I2301397
V000004607,132,I2300291
V00000875,173,I2301397
V000011481,105,I2301397
V000006514,113,I2301397
V000019133,39,I2302566
V000010986,175,I2302061
V000006795,103,I2300625
V000023545,173,I2302061
V000009435,104,I2300625
V000024605,173,I2302061
V000004927,100,I2300625
V000018305,100,I2300625
V000026209,120,I2300625
V000014191,116,I2300625
V000009232,100,I2300625
V000002055,105,I2300625
V000004858,118,I2300625
V000016713,180,I2301047
V000019649,102,I2300625
V000018596,177,I2301047
V000020571,173,I2301047
V000025829,180,I2300632
V000021618,120,I2301555
V000026061,180,I2300632
V000012549,120,I2301555
V000019983,180,I2300632
V000014297,120,I2301555
V000011935,81,I2302230
V000030198,138,I2301143
V000022428,131,I2301143
V000003851,124,I2301143
V000020136,46,I2300548
V000002882,158,I2301143
V000026856,96,I2301143
V000013524,156,I2301143
V000008790,154,I2301143
V000020561,120,I2300174
V000010824,107,I2300174
V000024602,92,I2300174
V000026776,120,I2300174
V00000481,100,I2300174
V000014507,120,I2300174
V000006395,60,I2300548
V000014754,120,I2300174
V000015711,56,I2302566
V000016613,180,I2301139
V000024039,180,I2301139
V000028973,180,I2301139
V000017573,180,I2301139
V000019550,120,I2301354
V000028755,120,I2301354
V000024225,120,I2301354
V000001026,120,I2301354
V000026731,120,I2301354
V000016808,120,I2301354
V000023547,120,I2301354
V000025040,120,I2301354
V000017744,17,I2301047
V000021256,4,I2301047
V000003341,1,I2301047
V000029993,50,I2302518
V000006445,53,I2302518
V000028537,50,I2302518
V000002483,54,I2302518
V000007808,54,I2302518
V000021588,2,I2301047
V000023450,57,I2302518
V000012289,60,I2301426
V000020751,1,I2301139
V000014320,50,I2301426
V000016371,60,I2301426
V000013241,60,I2301426
V000030074,60,I2301426
V000007153,60,I2301426
V000009807,60,I2301426
V000025715,60,I2302621
V000020824,60,I2301426
V000006981,60,I2301426
V000016042,2,I2302621
V000017199,60,I2301426
V000025828,120,I2300098
V00000234,120,I2300098
V000001121,120,I2300098
V000011277,120,I2300098
V000009583,120,I2300098
V000001786,120,I2300098
V000022822,75,I2301027
V000006039,106,I2302050
V000025866,102,I2302050
V000008399,89,I2302050
V000021473,96,I2302050
V000021023,49,I2302050
V000013632,120,I2301426
V000005423,111,I2301426
V000029162,94,I2301426
V000012068,120,I2301426
V000020213,95,I2301426
V000002323,110,I2301426
V000021248,120,I2301426
V000025257,120,I2301426
V000013804,120,I2301426
V000004133,120,I2301426
V000015470,120,I2301426
V000016771,106,I2300305
V000019876,88,I2300305
V000003681,64,I2300305
V00000038,99,I2300305
V000013952,120,I2300009
V000005513,120,I2300009
V000007319,120,I2300009
V000011894,120,I2300009
V000007142,120,I2300009
V000013606,120,I2300009
V000011501,120,I2300009
V000028307,120,I2300009
V000019413,120,I2300009
V000002201,120,I2300009
V000014939,120,I2300009
V000009285,120,I2300009
V000002782,120,I2300009
V000001122,120,I2300009
V000026684,120,I2300009
V000018143,120,I2300009
V000009802,120,I2300009
V000014291,120,I2300009
V000004045,120,I2300009
V000018105,120,I2300009
V000002411,120,I2300009
V000028374,180,I2301398
V000021500,180,I2301398
V000017432,180,I2301398
V000028661,180,I2301398
V000012122,180,I2301398
V000006605,180,I2301398
V000013132,180,I2301398
V000013708,72,I2300911
V000010497,180,I2300911
V000018218,60,I2300063
V000021388,60,I2300063
V000014709,60,I2300063
V000016305,60,I2300063
